year_month,direction,sex,age,estimate
2019-01,Arrivals,Female,90+ years,1.476
2019-02,Arrivals,Female,90+ years,0.678
2019-03,Arrivals,Female,90+ years,0.974
2019-04,Arrivals,Female,90+ years,2.188
2019-05,Arrivals,Female,90+ years,1.086
2018-01,Arrivals,Male,90+ years,1
2018-03,Arrivals,Male,90+ years,2
2018-04,Arrivals,Male,90+ years,1
2018-05,Arrivals,Male,90+ years,1
2018-06,Arrivals,Male,90+ years,1
2018-07,Arrivals,Male,90+ years,0.856
2018-08,Arrivals,Male,90+ years,0.838
2018-09,Arrivals,Male,90+ years,1.534
2018-10,Arrivals,Male,90+ years,0.18
2018-11,Arrivals,Male,90+ years,1.746
2018-12,Arrivals,Male,90+ years,3.964
2019-01,Arrivals,Male,90+ years,3.382
2019-02,Arrivals,Male,90+ years,0.07
2019-03,Arrivals,Male,90+ years,0.686
2019-04,Arrivals,Male,90+ years,0.46
2019-05,Arrivals,Male,90+ years,0.464
2018-01,Departures,Female,0-4 years,241
2018-02,Departures,Female,0-4 years,209
2018-03,Departures,Female,0-4 years,240.736
2018-04,Departures,Female,0-4 years,207.392
2018-05,Departures,Female,0-4 years,259.308
2018-06,Departures,Female,0-4 years,239.69
2018-07,Departures,Female,0-4 years,249.004
2018-08,Departures,Female,0-4 years,259.424
2018-09,Departures,Female,0-4 years,239.756
2018-10,Departures,Female,0-4 years,218.584
2018-11,Departures,Female,0-4 years,221.61
2018-12,Departures,Female,0-4 years,334.308
2019-01,Departures,Female,0-4 years,260.686
2019-02,Departures,Female,0-4 years,210.648
2019-03,Departures,Female,0-4 years,248.778
2019-04,Departures,Female,0-4 years,186.202
2019-05,Departures,Female,0-4 years,292.936
2018-01,Departures,Male,0-4 years,262
2018-02,Departures,Male,0-4 years,221
2018-03,Departures,Male,0-4 years,243.56
2018-04,Departures,Male,0-4 years,218.398
2018-05,Departures,Male,0-4 years,263.566
2018-06,Departures,Male,0-4 years,271.698
2018-07,Departures,Male,0-4 years,302.514
2018-08,Departures,Male,0-4 years,240.778
2018-09,Departures,Male,0-4 years,237.292
2018-10,Departures,Male,0-4 years,230.806
2018-11,Departures,Male,0-4 years,244.218
2018-12,Departures,Male,0-4 years,334.794
2019-01,Departures,Male,0-4 years,285.068
2019-02,Departures,Male,0-4 years,208.284
2019-03,Departures,Male,0-4 years,276.752
2019-04,Departures,Male,0-4 years,203.41
2019-05,Departures,Male,0-4 years,296.766
2018-01,Departures,Female,10-14 years,227
2018-02,Departures,Female,10-14 years,77
2018-03,Departures,Female,10-14 years,76.75
2018-04,Departures,Female,10-14 years,120.368
2018-05,Departures,Female,10-14 years,92.07
2018-06,Departures,Female,10-14 years,96.476
2018-07,Departures,Female,10-14 years,151.408
2018-08,Departures,Female,10-14 years,120.52
2018-09,Departures,Female,10-14 years,135.624
2018-10,Departures,Female,10-14 years,106.112
2018-11,Departures,Female,10-14 years,104.002
2018-12,Departures,Female,10-14 years,368.594
2019-01,Departures,Female,10-14 years,211.304
2019-02,Departures,Female,10-14 years,104.886
2019-03,Departures,Female,10-14 years,99.55
2019-04,Departures,Female,10-14 years,161.13
2019-05,Departures,Female,10-14 years,89.626
2018-01,Departures,Male,10-14 years,194
2018-02,Departures,Male,10-14 years,101
2018-03,Departures,Male,10-14 years,81.638
2018-04,Departures,Male,10-14 years,127.512
2018-05,Departures,Male,10-14 years,86.588
2018-06,Departures,Male,10-14 years,109.78
2018-07,Departures,Male,10-14 years,182.172
2018-08,Departures,Male,10-14 years,108.018
2018-09,Departures,Male,10-14 years,118.782
2018-10,Departures,Male,10-14 years,127.678
2018-11,Departures,Male,10-14 years,116.432
2018-12,Departures,Male,10-14 years,379.092
2019-01,Departures,Male,10-14 years,226.204
2019-02,Departures,Male,10-14 years,105.856
2019-03,Departures,Male,10-14 years,92.682
2019-04,Departures,Male,10-14 years,171.902
2019-05,Departures,Male,10-14 years,98.6
2018-01,Departures,Female,15-19 years,320
2018-02,Departures,Female,15-19 years,201
2018-03,Departures,Female,15-19 years,163.472
2018-04,Departures,Female,15-19 years,154.558
2018-05,Departures,Female,15-19 years,163.64
2018-06,Departures,Female,15-19 years,181.564
2018-07,Departures,Female,15-19 years,268.724
2018-08,Departures,Female,15-19 years,216.842
2018-09,Departures,Female,15-19 years,218.158
2018-10,Departures,Female,15-19 years,141.238
2018-11,Departures,Female,15-19 years,485.034
2018-12,Departures,Female,15-19 years,560.612
2019-01,Departures,Female,15-19 years,331.634
2019-02,Departures,Female,15-19 years,211.994
2019-03,Departures,Female,15-19 years,193.924
2019-04,Departures,Female,15-19 years,274.312
2019-05,Departures,Female,15-19 years,196.786
2018-01,Departures,Male,15-19 years,300
2018-02,Departures,Male,15-19 years,187
2018-03,Departures,Male,15-19 years,153.562
2018-04,Departures,Male,15-19 years,140.786
2018-05,Departures,Male,15-19 years,154.17
2018-06,Departures,Male,15-19 years,212.07
2018-07,Departures,Male,15-19 years,291.184
2018-08,Departures,Male,15-19 years,238.366
2018-09,Departures,Male,15-19 years,239.82
2018-10,Departures,Male,15-19 years,169.482
2018-11,Departures,Male,15-19 years,450.886
2018-12,Departures,Male,15-19 years,569.246
2019-01,Departures,Male,15-19 years,296.988
2019-02,Departures,Male,15-19 years,188.338
2019-03,Departures,Male,15-19 years,176.726
2019-04,Departures,Male,15-19 years,222.92
2019-05,Departures,Male,15-19 years,150.758
2018-01,Departures,Female,20-24 years,588
2018-02,Departures,Female,20-24 years,626
2018-03,Departures,Female,20-24 years,620.19
2018-04,Departures,Female,20-24 years,519.072
2018-05,Departures,Female,20-24 years,590.596
2018-06,Departures,Female,20-24 years,673.378
2018-07,Departures,Female,20-24 years,657.844
2018-08,Departures,Female,20-24 years,584.656
2018-09,Departures,Female,20-24 years,470.616
2018-10,Departures,Female,20-24 years,511.034
2018-11,Departures,Female,20-24 years,864.702
2018-12,Departures,Female,20-24 years,921.042
2019-01,Departures,Female,20-24 years,624.9
2019-02,Departures,Female,20-24 years,540.096
2019-03,Departures,Female,20-24 years,568.262
2019-04,Departures,Female,20-24 years,524.904
2019-05,Departures,Female,20-24 years,620.014
2018-01,Departures,Male,20-24 years,620
2018-02,Departures,Male,20-24 years,594
2018-03,Departures,Male,20-24 years,614.81
2018-04,Departures,Male,20-24 years,571.942
2018-05,Departures,Male,20-24 years,600.604
2018-06,Departures,Male,20-24 years,716.836
2018-07,Departures,Male,20-24 years,711.622
2018-08,Departures,Male,20-24 years,678.198
2018-09,Departures,Male,20-24 years,547.22
2018-10,Departures,Male,20-24 years,499.33
2018-11,Departures,Male,20-24 years,828.112
2018-12,Departures,Male,20-24 years,836.804
2019-01,Departures,Male,20-24 years,628.948
2019-02,Departures,Male,20-24 years,513.546
2019-03,Departures,Male,20-24 years,565.392
2019-04,Departures,Male,20-24 years,518.866
2019-05,Departures,Male,20-24 years,532.35
2018-01,Departures,Female,25-29 years,669
2018-02,Departures,Female,25-29 years,703
2018-03,Departures,Female,25-29 years,907.904
2018-04,Departures,Female,25-29 years,804.724
2018-05,Departures,Female,25-29 years,884.308
2018-06,Departures,Female,25-29 years,788.346
2018-07,Departures,Female,25-29 years,745.126
2018-08,Departures,Female,25-29 years,691.888
2018-09,Departures,Female,25-29 years,651.216
2018-10,Departures,Female,25-29 years,646.192
2018-11,Departures,Female,25-29 years,706.604
2018-12,Departures,Female,25-29 years,962.024
2019-01,Departures,Female,25-29 years,795.786
2019-02,Departures,Female,25-29 years,741.646
2019-03,Departures,Female,25-29 years,845.294
2019-04,Departures,Female,25-29 years,749.496
2019-05,Departures,Female,25-29 years,851.038
2018-01,Departures,Male,25-29 years,730
2018-02,Departures,Male,25-29 years,764
2018-03,Departures,Male,25-29 years,981.316
2018-04,Departures,Male,25-29 years,871.13
2018-05,Departures,Male,25-29 years,920.184
2018-06,Departures,Male,25-29 years,911.374
2018-07,Departures,Male,25-29 years,911.804
2018-08,Departures,Male,25-29 years,823.542
2018-09,Departures,Male,25-29 years,740.38
2018-10,Departures,Male,25-29 years,753.584
2018-11,Departures,Male,25-29 years,792.81
2018-12,Departures,Male,25-29 years,1000.786
2019-01,Departures,Male,25-29 years,842.302
2019-02,Departures,Male,25-29 years,756.554
2019-03,Departures,Male,25-29 years,861.904
2019-04,Departures,Male,25-29 years,736.84
2019-05,Departures,Male,25-29 years,839.594
2018-01,Departures,Female,30-34 years,380
2018-02,Departures,Female,30-34 years,394
2018-03,Departures,Female,30-34 years,452.822
2018-04,Departures,Female,30-34 years,389.794
2018-05,Departures,Female,30-34 years,471.89
2018-06,Departures,Female,30-34 years,457.144
2018-07,Departures,Female,30-34 years,474.47
2018-08,Departures,Female,30-34 years,432.03
2018-09,Departures,Female,30-34 years,430.934
2018-10,Departures,Female,30-34 years,432.404
2018-11,Departures,Female,30-34 years,438.612
2018-12,Departures,Female,30-34 years,597.616
2019-01,Departures,Female,30-34 years,459.426
2019-02,Departures,Female,30-34 years,430.156
2019-03,Departures,Female,30-34 years,506.496
2019-04,Departures,Female,30-34 years,441.192
2019-05,Departures,Female,30-34 years,519.09
2018-01,Departures,Male,30-34 years,399
2018-02,Departures,Male,30-34 years,424
2018-03,Departures,Male,30-34 years,553.29
2018-04,Departures,Male,30-34 years,456.774
2018-05,Departures,Male,30-34 years,498.65
2018-06,Departures,Male,30-34 years,493.676
2018-07,Departures,Male,30-34 years,472.078
2018-08,Departures,Male,30-34 years,459.978
2018-09,Departures,Male,30-34 years,431.728
2018-10,Departures,Male,30-34 years,447.198
2018-11,Departures,Male,30-34 years,454.508
2018-12,Departures,Male,30-34 years,597.648
2019-01,Departures,Male,30-34 years,540.856
2019-02,Departures,Male,30-34 years,437.722
2019-03,Departures,Male,30-34 years,520.152
2019-04,Departures,Male,30-34 years,466.936
2019-05,Departures,Male,30-34 years,537.73
2018-01,Departures,Female,35-39 years,234
2018-02,Departures,Female,35-39 years,215
2018-03,Departures,Female,35-39 years,272.996
2018-04,Departures,Female,35-39 years,252.158
2018-05,Departures,Female,35-39 years,244.474
2018-06,Departures,Female,35-39 years,245.054
2018-07,Departures,Female,35-39 years,282.476
2018-08,Departures,Female,35-39 years,265.43
2018-09,Departures,Female,35-39 years,235.782
2018-10,Departures,Female,35-39 years,236.384
2018-11,Departures,Female,35-39 years,229.702
2018-12,Departures,Female,35-39 years,370.076
2019-01,Departures,Female,35-39 years,274.872
2019-02,Departures,Female,35-39 years,220.62
2019-03,Departures,Female,35-39 years,264.284
2019-04,Departures,Female,35-39 years,253
2019-05,Departures,Female,35-39 years,292.354
2018-01,Departures,Male,35-39 years,257
2018-02,Departures,Male,35-39 years,266
2018-03,Departures,Male,35-39 years,300.736
2018-04,Departures,Male,35-39 years,279.184
2018-05,Departures,Male,35-39 years,303.024
2018-06,Departures,Male,35-39 years,294.31
2018-07,Departures,Male,35-39 years,319.614
2018-08,Departures,Male,35-39 years,280.626
2018-09,Departures,Male,35-39 years,296.634
2018-10,Departures,Male,35-39 years,300.48
2018-11,Departures,Male,35-39 years,302.238
2018-12,Departures,Male,35-39 years,409.058
2019-01,Departures,Male,35-39 years,318.72
2019-02,Departures,Male,35-39 years,272.038
2019-03,Departures,Male,35-39 years,297.588
2019-04,Departures,Male,35-39 years,292.292
2019-05,Departures,Male,35-39 years,335.78
2018-01,Departures,Female,40-44 years,193
2018-02,Departures,Female,40-44 years,124
2018-03,Departures,Female,40-44 years,167.552
2018-04,Departures,Female,40-44 years,178.224
2018-05,Departures,Female,40-44 years,162.974
2018-06,Departures,Female,40-44 years,153.684
2018-07,Departures,Female,40-44 years,222.074
2018-08,Departures,Female,40-44 years,169.206
2018-09,Departures,Female,40-44 years,154.904
2018-10,Departures,Female,40-44 years,175.56
2018-11,Departures,Female,40-44 years,175.568
2018-12,Departures,Female,40-44 years,310.218
2019-01,Departures,Female,40-44 years,213.438
2019-02,Departures,Female,40-44 years,142.588
2019-03,Departures,Female,40-44 years,176.828
2019-04,Departures,Female,40-44 years,188.596
2019-05,Departures,Female,40-44 years,184.1
2018-01,Departures,Male,40-44 years,184
2018-02,Departures,Male,40-44 years,170
2018-03,Departures,Male,40-44 years,213.282
2018-04,Departures,Male,40-44 years,195.23
2018-05,Departures,Male,40-44 years,190.928
2018-06,Departures,Male,40-44 years,203.15
2018-07,Departures,Male,40-44 years,195.22
2018-08,Departures,Male,40-44 years,193.218
2018-09,Departures,Male,40-44 years,186.928
2018-10,Departures,Male,40-44 years,198.742
2018-11,Departures,Male,40-44 years,204.38
2018-12,Departures,Male,40-44 years,283.426
2019-01,Departures,Male,40-44 years,218.758
2019-02,Departures,Male,40-44 years,167.49
2019-03,Departures,Male,40-44 years,215.198
2019-04,Departures,Male,40-44 years,205.266
2019-05,Departures,Male,40-44 years,216.012
2018-01,Departures,Female,45-49 years,172
2018-02,Departures,Female,45-49 years,121
2018-03,Departures,Female,45-49 years,154.258
2018-04,Departures,Female,45-49 years,141.782
2018-05,Departures,Female,45-49 years,148.412
2018-06,Departures,Female,45-49 years,142.948
2018-07,Departures,Female,45-49 years,161.694
2018-08,Departures,Female,45-49 years,154.106
2018-09,Departures,Female,45-49 years,118.692
2018-10,Departures,Female,45-49 years,149.33
2018-11,Departures,Female,45-49 years,159.782
2018-12,Departures,Female,45-49 years,296.828
2019-01,Departures,Female,45-49 years,174.962
2019-02,Departures,Female,45-49 years,129.708
2019-03,Departures,Female,45-49 years,159.776
2019-04,Departures,Female,45-49 years,159.096
2019-05,Departures,Female,45-49 years,157.548
2018-01,Departures,Male,45-49 years,155
2018-02,Departures,Male,45-49 years,159
2018-03,Departures,Male,45-49 years,163.722
2018-04,Departures,Male,45-49 years,167.634
2018-05,Departures,Male,45-49 years,180.964
2018-06,Departures,Male,45-49 years,172.746
2018-07,Departures,Male,45-49 years,185.346
2018-08,Departures,Male,45-49 years,156.868
2018-09,Departures,Male,45-49 years,147.94
2018-10,Departures,Male,45-49 years,162.096
2018-11,Departures,Male,45-49 years,187.228
2018-12,Departures,Male,45-49 years,262.246
2019-01,Departures,Male,45-49 years,186.116
2019-02,Departures,Male,45-49 years,159.22
2019-03,Departures,Male,45-49 years,170.012
2019-04,Departures,Male,45-49 years,163.882
2019-05,Departures,Male,45-49 years,176.986
2018-01,Departures,Female,50-54 years,119
2018-02,Departures,Female,50-54 years,92
2018-03,Departures,Female,50-54 years,124.542
2018-04,Departures,Female,50-54 years,131.496
2018-05,Departures,Female,50-54 years,139.092
2018-06,Departures,Female,50-54 years,131.072
2018-07,Departures,Female,50-54 years,130.67
2018-08,Departures,Female,50-54 years,122.568
2018-09,Departures,Female,50-54 years,123.46
2018-10,Departures,Female,50-54 years,117.702
2018-11,Departures,Female,50-54 years,150.478
2018-12,Departures,Female,50-54 years,198.94
2019-01,Departures,Female,50-54 years,139.776
2019-02,Departures,Female,50-54 years,122.886
2019-03,Departures,Female,50-54 years,134.686
2019-04,Departures,Female,50-54 years,138.782
2019-05,Departures,Female,50-54 years,152.144
2018-01,Departures,Male,50-54 years,120
2018-02,Departures,Male,50-54 years,129
2018-03,Departures,Male,50-54 years,158.878
2018-04,Departures,Male,50-54 years,145.142
2018-05,Departures,Male,50-54 years,145.8
2018-06,Departures,Male,50-54 years,143.368
2018-07,Departures,Male,50-54 years,145.384
2018-08,Departures,Male,50-54 years,135.72
2018-09,Departures,Male,50-54 years,134.136
2018-10,Departures,Male,50-54 years,137.628
2018-11,Departures,Male,50-54 years,152.978
2018-12,Departures,Male,50-54 years,193.92
2019-01,Departures,Male,50-54 years,134.834
2019-02,Departures,Male,50-54 years,121.302
2019-03,Departures,Male,50-54 years,133.742
2019-04,Departures,Male,50-54 years,135.328
2019-05,Departures,Male,50-54 years,142.098
2018-01,Departures,Female,55-59 years,98
2018-02,Departures,Female,55-59 years,116
2018-03,Departures,Female,55-59 years,125.87
2018-04,Departures,Female,55-59 years,121.6
2018-05,Departures,Female,55-59 years,124.488
2018-06,Departures,Female,55-59 years,113.6
2018-07,Departures,Female,55-59 years,118.344
2018-08,Departures,Female,55-59 years,104.824
2018-09,Departures,Female,55-59 years,106.892
2018-10,Departures,Female,55-59 years,119.736
2018-11,Departures,Female,55-59 years,123.49
2018-12,Departures,Female,55-59 years,152.91
2019-01,Departures,Female,55-59 years,120.496
2019-02,Departures,Female,55-59 years,96.17
2019-03,Departures,Female,55-59 years,134.278
2019-04,Departures,Female,55-59 years,126.28
2019-05,Departures,Female,55-59 years,162.852
2018-01,Departures,Male,55-59 years,93
2018-02,Departures,Male,55-59 years,77
2018-03,Departures,Male,55-59 years,126.148
2018-04,Departures,Male,55-59 years,102.958
2018-05,Departures,Male,55-59 years,130.698
2018-06,Departures,Male,55-59 years,100.202
2018-07,Departures,Male,55-59 years,117.062
2018-08,Departures,Male,55-59 years,99.318
2018-09,Departures,Male,55-59 years,98.918
2018-10,Departures,Male,55-59 years,118.224
2018-11,Departures,Male,55-59 years,109.136
2018-12,Departures,Male,55-59 years,140.672
2019-01,Departures,Male,55-59 years,113.332
2019-02,Departures,Male,55-59 years,100.068
2019-03,Departures,Male,55-59 years,127.808
2019-04,Departures,Male,55-59 years,119.242
2019-05,Departures,Male,55-59 years,136.428
2018-01,Departures,Female,60-64 years,86
2018-02,Departures,Female,60-64 years,76
2018-03,Departures,Female,60-64 years,92.726
2018-04,Departures,Female,60-64 years,101.382
2018-05,Departures,Female,60-64 years,94.194
2018-06,Departures,Female,60-64 years,79.336
2018-07,Departures,Female,60-64 years,86.266
2018-08,Departures,Female,60-64 years,77.056
2018-09,Departures,Female,60-64 years,79.296
2018-10,Departures,Female,60-64 years,100.768
2018-11,Departures,Female,60-64 years,95.212
2018-12,Departures,Female,60-64 years,137.016
2019-01,Departures,Female,60-64 years,87.63
2019-02,Departures,Female,60-64 years,86.622
2019-03,Departures,Female,60-64 years,106.918
2019-04,Departures,Female,60-64 years,104.592
2019-05,Departures,Female,60-64 years,126.252
2018-01,Departures,Male,60-64 years,60
2018-02,Departures,Male,60-64 years,78
2018-03,Departures,Male,60-64 years,107.804
2018-04,Departures,Male,60-64 years,85.3
2018-05,Departures,Male,60-64 years,83.416
2018-06,Departures,Male,60-64 years,79.858
2018-07,Departures,Male,60-64 years,70.712
2018-08,Departures,Male,60-64 years,81.58
2018-09,Departures,Male,60-64 years,77.428
2018-10,Departures,Male,60-64 years,85.922
2018-11,Departures,Male,60-64 years,85.778
2018-12,Departures,Male,60-64 years,94.316
2019-01,Departures,Male,60-64 years,82.354
2019-02,Departures,Male,60-64 years,73.696
2019-03,Departures,Male,60-64 years,95.016
2019-04,Departures,Male,60-64 years,88.102
2019-05,Departures,Male,60-64 years,110.526
2018-01,Departures,Female,65-69 years,44
2018-02,Departures,Female,65-69 years,49
2018-03,Departures,Female,65-69 years,57.568
2018-04,Departures,Female,65-69 years,64.016
2018-05,Departures,Female,65-69 years,92.578
2018-06,Departures,Female,65-69 years,74.276
2018-07,Departures,Female,65-69 years,68.108
2018-08,Departures,Female,65-69 years,47.982
2018-09,Departures,Female,65-69 years,59.008
2018-10,Departures,Female,65-69 years,80.688
2018-11,Departures,Female,65-69 years,79.548
2018-12,Departures,Female,65-69 years,95.774
2019-01,Departures,Female,65-69 years,62.664
2019-02,Departures,Female,65-69 years,65.736
2019-03,Departures,Female,65-69 years,88.36
